# idx	p	pmod12	m	q1	q2	d	nslots	bits	aux4	aux6	arms
3	8191	7	45193	43	1051	14	3150	1320	-	90	BASELINE,ORDER6,ORDER6_COMPOSED,NORMONLY
4	65537	5	50731	97	523	18	2784	1500	256	-	BASELINE,ORDER4,ORDER4_COMPOSED,NORMONLY
